id,name,text_snippet,supertype,subtype,logic_category,battle_styles,immediate_parent,evolution_root,effect_triggers,hp,retreat_cost
sv2-87,Misdreavus,[Attack: Hypnoblast] Your opponent's Active Pokemon is now Asleep.,Pokemon,Basic,simple,None,None,Misdreavus,status,70,1
sv10-49,Misty's Gyarados,"[Attack: Splashing Panic] Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty's Pokemon that you discarded in this way.",Pokemon,Stage 1,simple,None,Misty's Magikarp,Misty's Magikarp,"damage, discard",180,4
sv10-50,Misty's Lapras,"[Attack: Swim Together] Search your deck for up to 3 Misty's Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Pokemon,Basic,simple,None,None,Misty's Lapras,"search, draw",110,1
sv10-194,Misty's Lapras,"[Attack: Swim Together] Search your deck for up to 3 Misty's Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Pokemon,Basic,simple,None,None,Misty's Lapras,"search, draw",110,1
sv10-47,Misty's Starmie,"[Attack: Abrupt Flash] If this Pokemon evolved from Misty's Staryu during this turn, this attack does 80 more damage.",Pokemon,Stage 1,simple,None,Misty's Staryu,Misty's Staryu,"damage, evolve, boost",100,1
sv10-46,Misty's Staryu,"[Attack: Bubble Beam] Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Pokemon,Basic,simple,None,None,Misty's Staryu,"coin_flip, status",70,1
me2-14,Moltres,"[Attack: Fighting Wings] If your opponent's Active Pokemon is a Pokemon ex, this attack does 90 more damage.",Pokemon,Basic,simple,None,None,Moltres,"damage, boost",120,1
sv6-32,Monferno,[Attack: Heat Blow] Discard an Energy from this Pokemon.,Pokemon,Stage 1,simple,None,Chimchar,Chimchar,discard,90,1
sv7-8,Mow Rotom,"[Attack: Reaping Dash] Before doing damage, discard all Pokemon Tools and Special Energy from your opponent's Active Pokemon.",Pokemon,Basic,simple,None,None,Mow Rotom,"damage, discard",90,1
sv10-9,Mow Rotom,[Attack: Trimming Mower] Discard a Stadium in play. | [Attack: Gadget Show] This attack does 30 damage for each Pokemon Tool attached to all of your Pokemon.,Pokemon,Basic,simple,None,None,Mow Rotom,"damage, discard",70,1
sv5-63,Mr. Mime,[Attack: Look-Alike Show] Your opponent reveals their hand. You may use the effect of a Supporter card you find there as the effect of this attack. | [Attack: Eerie Wave] Your opponent's Active Pokemon is now Confused.,Pokemon,Basic,simple,None,None,Mr. Mime,"search, copy, status",90,1
sv9-58,Mr. Mime,"[Attack: Mimic] Shuffle your hand into your deck. Then, draw a card for each card in your opponent's hand. | [Attack: Psy Bolt] Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Pokemon,Basic,simple,None,None,Mr. Mime,"draw, coin_flip, status",90,1
sv10-107,Mudbray,[Attack: Running Charge] Flip a coin until you get tails. This attack does 40 damage for each heads.,Pokemon,Basic,simple,None,None,Mudbray,"damage, coin_flip",90,3
sv5-92,Mudsdale,[Attack: Mud Stock] Attach a Basic Fighting Energy card from your discard pile to each of your Benched Pokemon. | [Attack: High Horsepower] This Pokemon also does 40 damage to itself.,Pokemon,Stage 1,simple,None,Mudbray,Mudbray,"damage, discard, attach",150,3
sv5-175,Mudsdale,[Attack: Mud Stock] Attach a Basic Fighting Energy card from your discard pile to each of your Benched Pokemon. | [Attack: High Horsepower] This Pokemon also does 40 damage to itself.,Pokemon,Stage 1,simple,None,Mudbray,Mudbray,"damage, discard, attach",150,3
sv3pt5-89,Muk,"[Attack: Sticky Jail] During your opponent's next turn, attacks used by the Defending Pokemon cost Colorless more, and its Retreat Cost is Colorless more.",Pokemon,Stage 1,simple,None,Grimer,Grimer,switch,150,4
zsv10pt5-35,Munna,[Attack: Rest] This Pokemon is now Asleep. Heal 30 damage from it.,Pokemon,Basic,simple,None,None,Munna,"heal, damage, status",70,1
zsv10pt5-116,Munna,[Attack: Rest] This Pokemon is now Asleep. Heal 30 damage from it.,Pokemon,Basic,simple,None,None,Munna,"heal, damage, status",70,1
svp-21,Murkrow,[Attack: Spin Turn] Switch this Pokemon with 1 of your Benched Pokemon. | [Attack: United Wings] This attack does 20 damage for each Pokemon in your discard pile that has the United Wings attack.,Pokemon,Basic,simple,None,None,Murkrow,"damage, switch, discard",60,1
sv2-131,Murkrow,[Attack: Spin Turn] Switch this Pokemon with 1 of your Benched Pokemon. | [Attack: United Wings] This attack does 20 damage for each Pokemon in your discard pile that has the United Wings attack.,Pokemon,Basic,simple,None,None,Murkrow,"damage, switch, discard",60,1
sv4pt5-181,Murkrow,[Attack: Spin Turn] Switch this Pokemon with 1 of your Benched Pokemon. | [Attack: United Wings] This attack does 20 damage for each Pokemon in your discard pile that has the United Wings attack.,Pokemon,Basic,simple,None,None,Murkrow,"damage, switch, discard",60,1
me2-57,Murkrow,"[Attack: Ambush] Flip a coin. If heads, this attack does 20 more damage.",Pokemon,Basic,simple,None,None,Murkrow,"damage, coin_flip, boost",60,1
zsv10pt5-36,Musharna,"[Attack: Dream Calling] You may search your deck for any number of Fennel cards, reveal them, and put them into your hand. Then, shuffle your deck. | [Attack: Sleep Pulse] Your opponent's Active Pokemon is now Asleep.",Pokemon,Stage 1,simple,None,Munna,Munna,"search, draw, status",120,2
zsv10pt5-117,Musharna,"[Attack: Dream Calling] You may search your deck for any number of Fennel cards, reveal them, and put them into your hand. Then, shuffle your deck. | [Attack: Sleep Pulse] Your opponent's Active Pokemon is now Asleep.",Pokemon,Stage 1,simple,None,Munna,Munna,"search, draw, status",120,2
sv9-27,N's Darmanitan,"[Attack: Back Draft] This attack does 30 damage for each Basic Energy card in your opponent's discard pile. | [Attack: Flamebody Cannon] Discard all Energy from this Pokemon, and this attack also does 90 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)",Pokemon,Stage 1,simple,None,N's Darumaka,N's Darumaka,"damage, discard, prevent, lock",140,3
sv9-49,N's Joltik,"[Attack: Zapping Short] Before doing damage, discard all Pokemon Tools from your opponent's Active Pokemon. If you discarded a Pokemon Tool in this way, your opponent's Active Pokemon is now Paralyzed.",Pokemon,Basic,simple,None,None,N's Joltik,"damage, discard, status",40,1
sv9-104,N's Klang,[Attack: Spinning Gears] Your opponent's Active Pokemon is now Confused.,Pokemon,Stage 1,simple,None,N's Klink,N's Klink,status,90,3
sv9-103,N's Klink,[Attack: Double Spin] Flip 2 coins. This attack does 10 damage for each heads.,Pokemon,Basic,simple,None,None,N's Klink,"damage, coin_flip",60,1
sv9-105,N's Klinklang,[Attack: Triple Smash] Flip 3 coins. This attack does 120 damage for each heads.,Pokemon,Stage 2,simple,None,N's Klang,N's Klink,"damage, coin_flip",160,3
sv9-96,N's Purrloin,"[Attack: Thieving Swipe] Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck.",Pokemon,Basic,simple,None,None,N's Purrloin,search,70,1
sv9-116,N's Reshiram,[Attack: Powerful Rage] This attack does 20 damage for each damage counter on this Pokemon.,Pokemon,Basic,simple,None,None,N's Reshiram,damage,130,2
sv9-167,N's Reshiram,[Attack: Powerful Rage] This attack does 20 damage for each damage counter on this Pokemon.,Pokemon,Basic,simple,None,None,N's Reshiram,damage,130,2
sv9-64,N's Sigilyph,"[Attack: Victory Symbol] If you use this attack when you have exactly 1 Prize card remaining, you win this game.",Pokemon,Basic,simple,None,None,N's Sigilyph,"prize, copy",110,1
sv2-121,Nacli,[Attack: Salt Coating] Heal 20 damage from 1 of your Pokemon.,Pokemon,Basic,simple,None,None,Nacli,"heal, damage",70,3
sv2-220,Nacli,[Attack: Salt Coating] Heal 20 damage from 1 of your Pokemon.,Pokemon,Basic,simple,None,None,Nacli,"heal, damage",70,3
sv4-101,Nacli,"[Attack: Stone Edge] Flip a coin. If heads, this attack does 20 more damage.",Pokemon,Basic,simple,None,None,Nacli,"damage, coin_flip, boost",60,2
sv4-102,Nacli,"[Attack: Corner] During your opponent's next turn, the Defending Pokemon can't retreat.",Pokemon,Basic,simple,None,None,Nacli,"switch, lock",70,3
sv4pt5-176,Nacli,[Attack: Salt Coating] Heal 20 damage from 1 of your Pokemon.,Pokemon,Basic,simple,None,None,Nacli,"heal, damage",70,3
sv2-122,Naclstack,[Attack: Salt Cannon] Flip 3 coins. This attack does 60 damage for each heads.,Pokemon,Stage 1,simple,None,Nacli,Nacli,"damage, prevent, lock, coin_flip",100,3
sv4-103,Naclstack,[Attack: Rocky Tackle] This Pokemon also does 30 damage to itself.,Pokemon,Stage 1,simple,None,Nacli,Nacli,damage,100,3
sv4pt5-177,Naclstack,[Attack: Salt Cannon] Flip 3 coins. This attack does 60 damage for each heads.,Pokemon,Stage 1,simple,None,Nacli,Nacli,"damage, prevent, lock, coin_flip",100,3
me1-83,Naclstack,[Attack: Rock Hurl] This attack's damage isn't affected by Resistance.,Pokemon,Stage 1,simple,None,Nacli,Nacli,damage,110,3
sv4-71,Natu,[Attack: Triple Strike] Flip 3 coins. This attack does 10 damage for each heads.,Pokemon,Basic,simple,None,None,Natu,"damage, coin_flip",50,1
sv4pt5-25,Natu,[Attack: Triple Strike] Flip 3 coins. This attack does 10 damage for each heads.,Pokemon,Basic,simple,None,None,Natu,"damage, coin_flip",50,1
sv4pt5-151,Natu,[Attack: Triple Strike] Flip 3 coins. This attack does 10 damage for each heads.,Pokemon,Basic,simple,None,None,Natu,"damage, coin_flip",50,1
sv4-119,Nickit,"[Attack: Surprise Attack] Flip a coin. If tails, this attack does nothing.",Pokemon,Basic,simple,None,None,Nickit,coin_flip,70,1
sv3pt5-31,Nidoqueen,"[Attack: Queen Press] During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon.",Pokemon,Stage 2,simple,None,Nidorina,Nidoran ♀,"damage, prevent",170,3
sv3pt5-29,Nidoran ♀,[Attack: Poison Horn] Your opponent's Active Pokemon is now Poisoned.,Pokemon,Basic,simple,None,None,Nidoran ♀,status,60,1
sv3pt5-30,Nidorina,"[Attack: Fetch Family] Search your deck for up to 3 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Pokemon,Stage 1,simple,None,Nidoran ♀,Nidoran ♀,"search, draw",90,2
sv3-29,Ninetales,"[Attack: Nine-Tailed Dance] Put 9 damage counters on 1 of your opponent's Pokemon. During your next turn, this Pokemon can't attack.",Pokemon,Stage 1,simple,None,Vulpix,Vulpix,"damage, lock, reduce",120,1
sv3-199,Ninetales,"[Attack: Nine-Tailed Dance] Put 9 damage counters on 1 of your opponent's Pokemon. During your next turn, this Pokemon can't attack.",Pokemon,Stage 1,simple,None,Vulpix,Vulpix,"damage, lock, reduce",120,1
sv6-27,Ninetales,[Attack: Eerie Glow] Your opponent's Active Pokemon is now Burned and Confused.,Pokemon,Stage 1,simple,None,Vulpix,Vulpix,status,120,2
sv8-17,Ninetales,[Attack: Fire Soul] This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),Pokemon,Stage 1,simple,None,Vulpix,Vulpix,damage,120,1
me1-20,Ninetales,"[Attack: Supernatural Shapeshifter] Discard the top card of your deck, and if that card is a Supporter card, use the effect of that card as the effect of this attack.",Pokemon,Stage 1,simple,None,Vulpix,Vulpix,"discard, copy",120,1
sv3pt5-38,Ninetales ex,"[Attack: Heat Wave] Your opponent's Active Pokemon is now Burned. | [Attack: Mirrored Flames] If you have the same number of cards in your hand as your opponent, this attack does 140 more damage.",Pokemon,"Stage 1, ex",simple,ex,Vulpix,Vulpix,"damage, boost, status",260,2
sv3pt5-186,Ninetales ex,"[Attack: Heat Wave] Your opponent's Active Pokemon is now Burned. | [Attack: Mirrored Flames] If you have the same number of cards in your hand as your opponent, this attack does 140 more damage.",Pokemon,"Stage 1, ex",simple,ex,Vulpix,Vulpix,"damage, boost, status",260,2
sv5-127,Noctowl,"[Attack: Talon Hunt] You may search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.",Pokemon,Stage 1,simple,None,Hoothoot,Hoothoot,"search, draw",110,1
sv9-127,Noibat,[Attack: Rapid Draw] Draw a card.,Pokemon,Basic,simple,None,None,Noibat,draw,60,1
sv9-169,Noibat,[Attack: Rapid Draw] Draw a card.,Pokemon,Basic,simple,None,None,Noibat,draw,60,1
sv2-153,Noivern ex,"[Attack: Covert Flight] During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon. | [Attack: Dominating Echo] During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.",Pokemon,"Stage 1, ex",simple,ex,Noibat,Noibat,"damage, prevent",260,0
sv2-246,Noivern ex,"[Attack: Covert Flight] During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon. | [Attack: Dominating Echo] During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.",Pokemon,"Stage 1, ex",simple,ex,Noibat,Noibat,"damage, prevent",260,0
sv4pt5-69,Noivern ex,"[Attack: Covert Flight] During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon. | [Attack: Dominating Echo] During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.",Pokemon,"Stage 1, ex",simple,ex,Noibat,Noibat,"damage, prevent",260,0
sv4pt5-220,Noivern ex,"[Attack: Covert Flight] During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon. | [Attack: Dominating Echo] During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.",Pokemon,"Stage 1, ex",simple,ex,Noibat,Noibat,"damage, prevent",260,0
sv8pt5-91,Noivern ex,[Attack: Strafe] You may switch this Pokemon with 1 of your Benched Pokemon. | [Attack: Sonic Blast] This Pokemon also does 30 damage to itself.,Pokemon,"Stage 1, ex",simple,ex,Noibat,Noibat,"damage, switch",270,1
sv3-107,Nosepass,[Attack: Iron Collecting] Put up to 2 Basic Metal Energy cards from your discard pile into your hand.,Pokemon,Basic,simple,None,None,Nosepass,"draw, discard",90,3
sv6-101,Nosepass,"[Attack: Power Rush] Flip a coin. If tails, during your next turn, this Pokemon can't attack.",Pokemon,Basic,simple,None,None,Nosepass,"lock, coin_flip",80,3
sv3-31,Numel,[Attack: Hot Magma] Your opponent's Active Pokemon is now Burned.,Pokemon,Basic,simple,None,None,Numel,status,90,3
sv4pt5-11,Numel,[Attack: Singe] Your opponent's Active Pokemon is now Burned.,Pokemon,Basic,simple,None,None,Numel,status,80,3
me1-21,Numel,"[Attack: Call for Family] Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",Pokemon,Basic,simple,None,None,Numel,search,80,2
sv5-4,Nuzleaf,[Attack: Comet Slap] Flip 3 coins. This attack does 30 damage for each heads.,Pokemon,Stage 1,simple,None,Seedot,Seedot,"damage, coin_flip",90,1
sv2-19,Nymble,"[Attack: Slight Splash] Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Pokemon,Basic,simple,None,None,Nymble,"damage, prevent, coin_flip",40,1
sv2-20,Nymble,"[Attack: Wild Kick] Flip a coin. If tails, this attack does nothing.",Pokemon,Basic,simple,None,None,Nymble,coin_flip,50,1
me2-9,Nymble,[Attack: Flail Around] Flip 3 coins. This attack does 10 damage for each heads.,Pokemon,Basic,simple,None,None,Nymble,"damage, coin_flip",50,1
me2-96,Nymble,[Attack: Flail Around] Flip 3 coins. This attack does 10 damage for each heads.,Pokemon,Basic,simple,None,None,Nymble,"damage, coin_flip",50,1
sv9-34,Octillery,[Attack: Aqua Wash] You may put an Energy attached to your opponent's Active Pokemon into their hand. | [Attack: Octo Beatdown] Flip a coin until you get tails. This attack does 90 damage for each heads.,Pokemon,Stage 1,simple,None,Remoraid,Remoraid,"draw, damage, coin_flip",110,2
svp-102,Oddish,[Attack: Grass Knot] This attack does 20 damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.,Pokemon,Basic,simple,None,None,Oddish,"damage, switch",60,1
sv3-1,Oddish,[Attack: Feelin' Fine] Draw a card.,Pokemon,Basic,simple,None,None,Oddish,draw,50,1
sv1-157,Oinkologne,"[Attack: Leg Stomp] Flip a coin. If tails, during your next turn, this Pokemon can't attack.",Pokemon,Stage 1,simple,None,Lechonk,Lechonk,"lock, coin_flip",120,2
sv3-183,Oinkologne,"[Attack: Confounding Cologne] Your opponent's Active Pokemon is now Confused. | [Attack: High-Impact Kick] Flip a coin. If tails, this Pokemon also does 60 damage to itself.",Pokemon,Stage 1,simple,None,Lechonk,Lechonk,"damage, coin_flip, copy, reduce, status",120,2
sv3-184,Oinkologne,[Attack: Finest Selection] Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand. | [Attack: Perfume Press] Your opponent's Active Pokemon is now Confused.,Pokemon,Stage 1,simple,None,Lechonk,Lechonk,"draw, discard, coin_flip, status",130,2
sv4pt5-72,Oinkologne,[Attack: Finest Selection] Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand. | [Attack: Perfume Press] Your opponent's Active Pokemon is now Confused.,Pokemon,Stage 1,simple,None,Lechonk,Lechonk,"draw, discard, coin_flip, status",130,2
sv4pt5-208,Oinkologne,[Attack: Finest Selection] Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand. | [Attack: Perfume Press] Your opponent's Active Pokemon is now Confused.,Pokemon,Stage 1,simple,None,Lechonk,Lechonk,"draw, discard, coin_flip, status",130,2
sv9-140,Oinkologne,"[Attack: Aromatic Stomps] Flip a coin. If heads, during your opponent's next turn, the Defending Pokemon can't attack.",Pokemon,Stage 1,simple,None,Lechonk,Lechonk,"lock, coin_flip",120,2
sv1-158,Oinkologne ex,"[Attack: Maddening Scent] This attack does 30 more damage for each of your opponent's Benched Pokemon. | [Attack: Heavy Stomp] Flip a coin. If tails, during your next turn, this Pokemon can't attack.",Pokemon,"Stage 1, ex",simple,ex,Lechonk,Lechonk,"damage, lock, coin_flip, boost",260,2
sv1-234,Oinkologne ex,"[Attack: Maddening Scent] This attack does 30 more damage for each of your opponent's Benched Pokemon. | [Attack: Heavy Stomp] Flip a coin. If tails, during your next turn, this Pokemon can't attack.",Pokemon,"Stage 1, ex",simple,ex,Lechonk,Lechonk,"damage, lock, coin_flip, boost",260,2
sv6pt5-36,Okidogi ex,"[Attack: Poisonous Musculature] Search your deck for up to 2 Basic Darkness Energy cards and attach them to this Pokemon. Then, shuffle your deck. If you attached Energy to a Pokemon in this way, this Pokemon is now Poisoned. | [Attack: Chain-Crazed] If this Pokemon is Poisoned, this attack does 130 more damage.",Pokemon,"Basic, ex",simple,ex,None,Okidogi ex,"search, damage, attach, boost, reduce, status",250,3
sv6pt5-82,Okidogi ex,"[Attack: Poisonous Musculature] Search your deck for up to 2 Basic Darkness Energy cards and attach them to this Pokemon. Then, shuffle your deck. If you attached Energy to a Pokemon in this way, this Pokemon is now Poisoned. | [Attack: Chain-Crazed] If this Pokemon is Poisoned, this attack does 130 more damage.",Pokemon,"Basic, ex",simple,ex,None,Okidogi ex,"search, damage, attach, boost, reduce, status",250,3
sv6pt5-90,Okidogi ex,"[Attack: Poisonous Musculature] Search your deck for up to 2 Basic Darkness Energy cards and attach them to this Pokemon. Then, shuffle your deck. If you attached Energy to a Pokemon in this way, this Pokemon is now Poisoned. | [Attack: Chain-Crazed] If this Pokemon is Poisoned, this attack does 130 more damage.",Pokemon,"Basic, ex",simple,ex,None,Okidogi ex,"search, damage, attach, boost, reduce, status",250,3
sv3pt5-138,Omanyte,[Attack: Tentacular Return] Put an Energy attached to your opponent's Active Pokemon into their hand.,Pokemon,Stage 1,simple,None,Antique Helix Fossil,Antique Helix Fossil,draw,100,2
sv3pt5-180,Omanyte,[Attack: Tentacular Return] Put an Energy attached to your opponent's Active Pokemon into their hand.,Pokemon,Stage 1,simple,None,Antique Helix Fossil,Antique Helix Fossil,draw,100,2
sv3pt5-95,Onix,[Attack: Thumpalanche] Discard the top 5 cards of your deck. This attack does 80 damage for each Pokemon with a Retreat Cost of exactly 4 that you discarded in this way.,Pokemon,Basic,simple,None,None,Onix,"damage, switch, discard",120,4
sv4-90,Onix,"[Attack: Hard Headbutt] Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Pokemon,Basic,simple,None,None,Onix,"damage, prevent, coin_flip",120,4
me1-70,Onix,"[Attack: Bind] Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Pokemon,Basic,simple,None,None,Onix,"coin_flip, status",120,4
sv2-94,Oranguru,"[Attack: Plotter's Command] Choose 1 of your opponent's Active Pokemon's attacks. During your opponent's next turn, that Pokemon can't use that attack.",Pokemon,Basic,simple,None,None,Oranguru,"lock, copy",120,2
sv8-156,Oranguru,"[Attack: Now You're in My Power] Until the end of your next turn, the Defending Pokemon's Weakness is now Colorless. (The amount of Weakness doesn't change.)",Pokemon,Basic,simple,None,None,Oranguru,None,120,2
sv4-12,Orbeetle,[Attack: Satellite Beam] This attack does 30 damage for each Energy card in your opponent's discard pile. | [Attack: Brain Shake] Your opponent's Active Pokemon is now Confused.,Pokemon,Stage 2,simple,None,Dottler,Blipbug,"damage, discard, status",130,1
sv4-67,Oricorio,"[Attack: Pep Up] Shuffle your hand into your deck. Then, draw a card for each Benched Pokemon (both yours and your opponent's). | [Attack: Volt Wave] Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Pokemon,Basic,simple,None,None,Oricorio,"draw, coin_flip, status",90,1
sv8-26,Oricorio,[Attack: Energy Assist] Attach up to 2 Basic Energy cards from your discard pile to 1 of your Benched Pokemon. | [Attack: Fireworks] Discard an Energy from this Pokemon.,Pokemon,Basic,simple,None,None,Oricorio,"discard, attach",90,1
sv8-89,Oricorio,[Attack: Energy Assist] Attach up to 2 Basic Energy cards from your discard pile to 1 of your Benched Pokemon. | [Attack: Dazzle Dance] Your opponent's Active Pokemon is now Confused.,Pokemon,Basic,simple,None,None,Oricorio,"discard, attach, status",90,1
sv9-65,Oricorio,"[Attack: Call for Family] Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",Pokemon,Basic,simple,None,None,Oricorio,search,80,1
sv4-138,Orthworm,"[Attack: Punch and Draw] Draw 2 cards. | [Attack: Crunch-Time Rush] If there are 3 or fewer cards in your deck, this attack does 150 more damage.",Pokemon,Basic,simple,None,None,Orthworm,"draw, damage, boost, reduce",140,3
svp-158,Pachirisu,[Attack: Crackling Charge] Flip 3 coins. Attach a number of Basic Lightning Energy cards up to the number of heads from your discard pile to your Benched Pokemon in any way you like.,Pokemon,Basic,simple,None,None,Pachirisu,"discard, attach, coin_flip",70,1
me1-51,Pachirisu,"[Attack: Electrified Incisors] During your opponent's next turn, whenever they attach an Energy card from their hand to the Defending Pokemon, place 8 damage counters on that Pokemon.",Pokemon,Basic,simple,None,None,Pachirisu,"damage, attach",70,1
svp-36,Palafin,"[Attack: Jet Punch] This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [Attack: Justice Kick] If this Pokemon didn't move from the Bench to the Active Spot this turn, this attack does nothing.",Pokemon,Stage 1,simple,None,Finizen,Finizen,damage,150,2
sv3-62,Palafin,"[Attack: Jet Punch] This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [Attack: Justice Kick] If this Pokemon didn't move from the Bench to the Active Spot this turn, this attack does nothing.",Pokemon,Stage 1,simple,None,Finizen,Finizen,damage,150,2
sv3-200,Palafin,"[Attack: Jet Punch] This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [Attack: Justice Kick] If this Pokemon didn't move from the Bench to the Active Spot this turn, this attack does nothing.",Pokemon,Stage 1,simple,None,Finizen,Finizen,damage,150,2
sv4pt5-124,Palafin,"[Attack: Jet Punch] This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [Attack: Justice Kick] If this Pokemon didn't move from the Bench to the Active Spot this turn, this attack does nothing.",Pokemon,Stage 1,simple,None,Finizen,Finizen,damage,150,2
sv4pt5-225,Palafin,"[Attack: Jet Punch] This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [Attack: Justice Kick] If this Pokemon didn't move from the Bench to the Active Spot this turn, this attack does nothing.",Pokemon,Stage 1,simple,None,Finizen,Finizen,damage,150,2
sv5-49,Palafin,[Attack: Vanguard Punch] This Pokemon also does 10 damage to itself for each damage counter on it. | [Attack: Double Hit] Flip 2 coins. This attack does 90 damage for each heads.,Pokemon,Stage 1,simple,None,Finizen,Finizen,"damage, coin_flip",150,2
sv3-128,Paldean Clodsire,"[Attack: Poison Ring] Your opponent's Active Pokemon is now Poisoned. During your opponent's next turn, that Pokemon can't retreat. | [Attack: Muddy Hammer] Discard the top card of your opponent's deck.",Pokemon,Stage 1,simple,None,Paldean Wooper,Paldean Wooper,"switch, discard, lock, status",140,3
sv3-129,Paldean Clodsire,"[Attack: Splattering Poison] Both Active Pokemon are now Poisoned. | [Attack: Venoshock] If your opponent's Active Pokemon is Poisoned, this attack does 120 more damage.",Pokemon,Stage 1,simple,None,Paldean Wooper,Paldean Wooper,"damage, boost, status",140,3
sv9-94,Paldean Clodsire ex,"[Attack: Poison Ring] Your opponent's Active Pokemon is now Poisoned. During your opponent's next turn, that Pokemon can't retreat. | [Attack: Giga Impact] During your next turn, this Pokemon can't attack.",Pokemon,"Stage 1, ex",simple,ex,Paldean Wooper,Paldean Wooper,"switch, lock, status",280,3
sv2-28,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Blaze Dash] Discard an Energy from this Pokemon.,Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, discard, boost",130,2
sv2-41,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Aqua Dive] This attack does 60 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, boost",130,2
sv2-108,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Combat Tackle] This Pokemon also does 30 damage to itself.,Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, boost",130,2
sv2-218,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Combat Tackle] This Pokemon also does 30 damage to itself.,Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, boost",130,2
sv4pt5-111,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Blaze Dash] Discard an Energy from this Pokemon.,Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, discard, boost",130,2
sv4pt5-120,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Aqua Dive] This attack does 60 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, boost",130,2
sv4pt5-172,Paldean Tauros,[Attack: Raging Horns] This attack does 10 more damage for each damage counter on this Pokemon. | [Attack: Combat Tackle] This Pokemon also does 30 damage to itself.,Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, boost",130,2
sv8-18,Paldean Tauros,"[Attack: Spirited Tackle] If your opponent's Active Pokemon is a Stage 1 Pokemon, this attack does 90 more damage.",Pokemon,Basic,simple,None,None,Paldean Tauros,"damage, boost",130,2
sv8-39,Paldean Tauros,[Attack: Upthrusting Horns] You may put 2 Energy attached to your opponent's Active Stage 2 Pokemon into their hand.,Pokemon,Basic,simple,None,None,Paldean Tauros,draw,130,2
